gross_output_growth_yoy,land_to_livestock_ratio,historical_survival_rate,subsidy_dependence_index,veterinary_compliance,years_in_operation,pedigree_ratio,previous_subsidies_count,debt_load_ratio,log_amount,livestock_count,direction_code,is_pedigree,is_producer,hour_submitted,month_submitted,region_encoded,historical_score
0.07430078595958867,5.412168293280563,0.963462416818129,0.06367771675315567,0.7568119733708384,2.0,0.6201839001521929,6,2.459437130463007,14.411596576645124,121.0,0.0,1,0,12,1,4,56.7
0.3070071701700199,1.7689586064487897,0.9167838138538751,0.030991170516069325,0.7259486201409284,19.0,0.7883056893634607,2,1.9290353373523657,14.543059648333223,138.0,0.0,1,0,12,1,4,73.4
-0.15144711444294126,1.5759961053097475,0.8889781203263288,3.533806878803557e-05,0.9523202474975992,9.0,0.44987901722751217,3,0.48274758512398847,14.045590794749765,62935.0,0.0,0,0,13,1,5,53.8
0.18932487782431318,3.8889143994113704,0.8511813949420255,0.06856743610015835,0.7998175807695866,1.0,0.8161879106829285,6,2.9423013690226267,13.878486296092358,71.0,0.0,1,0,13,1,15,56.7
0.25591627608517586,4.4125182756565495,0.9311329885061634,0.2066312477327536,0.7923636100475409,25.0,0.6655252369710063,3,0.2838787279551869,15.35237799261728,31.0,0.0,1,0,13,1,15,77.2
-0.04851494112941525,2.661554714671813,0.9103630045344906,0.041043537917164544,0.9128877325091265,16.0,0.9572219832323482,5,0.7980022490053728,13.710151153416941,60.0,0.0,1,0,13,1,15,72.2
-0.1167821036936967,2.2158183128239592,0.7940063099106759,0.04990203451207949,0.7830759761822342,2.0,0.8337732346709279,2,1.6206546156085406,13.69334405393293,59.0,0.0,1,0,13,1,15,43.2
0.04238200550043392,2.776368937779308,0.9152772069937506,0.06445647290534955,0.9188163656852394,2.0,0.6719445610579166,5,0.8779871184895952,13.710151153416941,60.0,0.0,1,0,13,1,15,56.9
0.10303563266398565,3.4058086069547784,0.8385725510174279,0.029287736165825546,0.896280880629741,10.0,0.9687237352228214,6,1.1300509520886246,13.527829818844937,50.0,0.0,1,0,13,1,15,70.6
-0.0525570272221558,3.146155478082301,0.8769182472960845,0.04988536967775232,0.8333304771477101,6.0,0.5849137451383821,6,1.003085048645481,13.017005083966255,30.0,0.0,1,0,13,1,15,51.4
-0.06488417116910206,2.263343963830918,0.8144647708785413,0.03873925142443292,0.8104623521631443,3.0,0.9177639258001202,3,4.206913699091625,13.527829818844937,50.0,0.0,1,0,13,1,4,45.0
0.15556674282718908,1.8303498560726192,0.9687085239775144,0.029068016492961903,0.9296076014766314,21.0,0.6479787505080611,2,1.0706627430797293,12.834683971615659,25.0,0.0,1,0,13,1,15,71.5
0.16359361105448056,2.5916777935786848,0.8251582264186869,8.373240896892847e-05,0.8020583022945466,11.0,0.11113581272507966,1,0.7856425262169484,17.938574508730124,1372181.0,0.0,0,0,13,1,0,49.7
0.1424259354336655,2.016391012066081,0.9188669469831642,0.08370618624839536,0.9592118694385031,9.0,0.8721628810258122,2,0.9900247554751703,14.148405690083225,93.0,0.0,1,0,13,1,15,77.5
0.26649108806783545,3.5822852598902557,0.9319771169464521,0.05913153343034355,0.9571792994250046,24.0,0.5179231495819887,6,0.8676446016047158,14.010255457801716,81.0,0.0,1,0,13,1,15,76.8
0.17571097514661294,4.75531461888858,0.8948783352534883,0.2982878419401346,0.6884417250837553,1.0,0.735767894389759,3,1.4620713205712776,17.11134746100564,180.0,0.0,1,0,13,1,15,55.8
-0.19038452374301046,2.3782289845253604,0.8853461667853937,0.08074926198392623,0.8558345984964635,2.0,0.6681657502793559,7,4.678887348841539,12.323860125621126,15.0,0.0,1,0,13,1,15,35.1
0.18729225831491447,4.348377675202309,0.8357674703282172,0.05203839551789652,0.8785596499991059,1.0,0.3968408383791655,7,2.872151111796851,12.873904582205107,26.0,0.0,1,0,13,1,15,46.6
0.1268273136539348,5.6815697761457065,0.861545548245839,0.04692308881214733,0.6348812508896988,7.0,0.7499654789986211,10,3.5619686038596137,14.115615891155079,90.0,0.0,1,0,13,1,15,56.0
0.10095531245233089,2.2606704328034604,0.8131822051209688,0.06827368559857645,1.0,10.0,0.7633715767104589,5,1.0435715229554348,14.220976332738882,100.0,0.0,1,0,13,1,15,71.8
0.3002565541668596,3.45496270427938,0.8968723196015183,0.024796249552363238,0.8127502907101295,19.0,0.8741875196346878,6,1.3690831422143224,14.626441218624949,150.0,0.0,1,0,13,1,15,80.6
0.05039700679678545,3.024021593635476,0.8935658630625454,0.062272238272023,0.9159070403092126,13.0,0.5677124479838574,3,0.9281926525043568,14.220976332738882,100.0,0.0,1,0,13,1,15,62.3
0.14227718248040244,1.9104111208543202,0.8358079385901126,0.07328593806306187,1.0,1.0,0.6770198541974483,7,2.955067799818485,13.710151153416941,60.0,0.0,1,0,13,1,15,52.4
-0.0367546879588079,3.001119448421555,0.8830060722235707,0.06783636639740344,0.8746111152809196,1.0,0.6185605474082488,2,1.3280787420748474,14.852247797524162,188.0,0.0,1,0,14,1,15,50.1
0.07581298979136881,2.511219247852266,0.87546820155808,0.03591618598809177,0.8442207077414688,24.0,0.7903846606719506,7,2.3109198304329395,14.220976332738882,100.0,0.0,1,0,14,1,15,71.3
0.1227221371167698,2.411857576089202,0.8306184882526763,0.03454757994061262,0.9189496385802483,5.0,0.6310766298086258,6,1.4081727090596623,15.903664164161862,538.0,0.0,1,0,14,1,11,60.3
0.1965361619532402,2.718757597009273,0.8794897928028067,0.00011877357232212414,0.7319650682131291,6.0,0.4090214066752048,5,1.2790506005198268,17.938574508730124,1372181.0,0.0,0,0,14,1,0,52.1
-0.0026850266553016255,2.437759411684854,0.9856117690711577,0.024734754121668666,0.662672045825963,2.0,0.9346009951170504,4,0.7091086472429664,12.660331092405906,21.0,0.0,1,0,14,1,11,67.3
0.23994081548227358,5.094214184630504,0.8446252588589621,0.043356734190192585,0.7886239246642209,19.0,0.5276938590685157,3,0.4775621788548737,13.98525417643287,79.0,0.0,1,0,14,1,15,56.8
0.10920358666030873,1.3077566617977312,0.7920869279813948,0.04898170942243473,0.7961811001355213,2.0,0.5853456024073677,2,0.7469275662890126,15.009433329466965,220.0,0.0,1,0,14,1,11,55.6
0.19319968717575048,2.071588781805112,0.821464197035419,0.00012024508124864777,0.8955485661456207,20.0,0.23912658017196395,7,1.614340482672175,17.938574508730124,1372181.0,0.0,0,0,14,1,0,46.3
0.27668537502957297,2.9044130642941175,0.8620825127767135,0.024877600075946076,0.8961459677204227,3.0,0.7245527106481964,5,1.7755334421384437,13.710151153416941,60.0,0.0,1,0,14,1,11,66.9
0.052386907964633196,2.143085867110531,0.895889225421669,0.08563737919964773,0.7413666695896617,14.0,0.7862130781641203,3,0.7381772511478026,13.710151153416941,60.0,0.0,1,0,14,1,15,65.4
0.16210835445492439,3.2879190757882815,0.8208408076985254,0.10297142730313029,0.8806691352439279,17.0,0.7910994927670381,6,1.8700107793143137,16.52356082573315,1000.0,1.0,1,0,14,1,15,67.0
0.22983146921399622,3.3567528869953365,0.8858419793741431,0.06084342868014278,0.8647373058329083,3.0,0.7726608074485734,5,1.7434993370242955,13.081543466215237,32.0,0.0,1,0,14,1,15,69.0
0.09437566842540952,2.83615618016105,0.8489497298848253,0.056627663568657685,0.9072828099666123,3.0,0.8621645216566323,2,0.5629617873139049,13.304686600863562,40.0,0.0,1,0,14,1,15,73.0
0.18875633780220785,3.107530941620122,0.8603540651771412,0.07459867290851979,0.8432779729171203,12.0,0.830006860859977,3,1.6112754619783782,14.403297778421795,120.0,0.0,1,0,14,1,15,68.4
0.14773006791623872,2.9367774899230694,0.7830072336952569,0.0842720466685593,0.7171810793382359,2.0,0.9455959483094283,5,1.8189927509535126,13.42246945133505,45.0,0.0,1,0,14,1,15,57.3
0.4386204577352412,1.6486733754392444,0.8557660098241253,0.03599098901000019,0.9526752461908286,1.0,0.7607755885947299,9,1.4274542360969764,16.52356082573315,1000.0,1.0,1,0,14,1,15,73.1
-0.0028572229210446776,3.8604858792617645,0.8124910664634855,0.027618987529463714,0.9772813831552694,9.0,0.47929521862083097,3,0.9893134135129174,13.527829818844937,50.0,0.0,1,0,14,1,15,53.1
0.328894714454816,1.8605372551665371,0.8786124065127999,0.0893221211665456,0.7878220438682637,8.0,0.8706757438139316,3,1.5610544194291867,15.963194806494583,571.0,0.0,1,0,14,1,15,67.7
-0.1257611372847645,3.120183610195598,0.8685051071272907,0.06534949698229772,0.8849690418718473,13.0,0.6394279939469704,0,3.3502488499074587,13.60479076121576,54.0,0.0,1,0,14,1,4,48.4
-0.020550306308428634,3.2897383104474507,0.9744320929640987,0.08691695260917238,0.8352568168526028,13.0,0.8835144818897658,1,5.0,14.220976332738882,100.0,0.0,1,0,14,1,15,54.8
-0.09589207422834715,2.5074260528167556,0.8380350838895632,6.000295260272866e-05,0.7235814715108821,2.0,0.2284037864114429,5,1.3319639725497165,14.045590794749765,62935.0,0.0,0,0,15,1,5,31.0
0.05097249097768458,2.4059124461475685,0.9176934362284224,0.03957673286475847,0.923998099997408,1.0,0.5502173228457972,1,3.0519650423176996,13.527829818844937,50.0,0.0,1,0,15,1,15,57.3
-0.022356454405528567,2.412033255495791,0.874545431174002,0.02482927546408395,0.9281408245014207,10.0,0.9135824418735231,3,2.5448033381976676,13.710151153416941,60.0,0.0,1,0,15,1,15,55.4
0.2552960854675254,1.5479407170148198,0.9272009975626359,0.00040867624149860054,0.9577812921655894,2.0,0.9722124324517544,2,0.707536680935437,13.38318953651709,3245.0,0.0,1,0,15,1,17,87.7
0.15462199672989768,0.617549948679616,0.99,0.0020842533760185066,0.9776170247804664,22.0,0.36182359933870323,0,0.36609278662234296,15.321353284517512,90159.0,3.0,0,0,15,1,2,68.6
0.05536909621599624,3.9702669052073203,0.8612156997009113,0.03042752264993922,0.8823149912753577,21.0,0.2470604525818729,7,0.546518835440633,13.527829818844937,50.0,0.0,1,0,15,1,11,54.5
0.04724639393985951,3.2273404980639926,0.8499806525653417,0.05982502386339748,0.9501955374910498,10.0,0.5700675100723387,5,5.0,14.626441218624949,150.0,0.0,1,0,15,1,15,50.1
0.3215595672134459,2.266437567110823,0.8731232916627706,0.06334713410813332,0.9387550636997718,23.0,0.8646796304549078,6,1.477274657527797,15.275287928131979,287.0,0.0,1,0,15,1,9,83.3
0.2286315215747757,2.8701830171548464,0.7573141409221673,0.027752583114431194,0.770270735216296,1.0,0.8246829826375819,1,1.2501892665742078,15.232576820175131,275.0,0.0,1,0,15,1,15,54.0
0.0488575001767976,2.4935672001558364,0.8750071499651624,0.04054848004759947,0.9138748907896654,11.0,0.9411325402048285,3,1.1994712392748499,14.200773639026796,98.0,0.0,1,0,15,1,15,64.9
0.07701579543066825,5.786596595250181,0.8175269620190896,0.04116033908266278,0.9849541939691944,1.0,0.6020574594158182,2,2.4538108185587277,12.983103608918753,29.0,0.0,1,0,15,1,15,58.3
0.23643845645508454,1.1846628152344116,0.8431097327910335,0.06463853408143427,0.8034365320822057,7.0,0.7275405313842629,3,1.8996628535748352,16.012735246411598,600.0,1.0,1,0,15,1,15,63.8
0.21540951888833115,1.6912282910974317,0.8457851349465303,0.036391339510948896,0.8802327267523548,18.0,0.5389914525390549,3,1.4601102613112846,14.557448378884015,140.0,0.0,1,0,15,1,15,62.1
0.22047144191764328,1.5741549715820449,0.9100370689796413,0.04665567590159441,0.8308910860834607,10.0,0.6105844799383979,4,0.6614058585997763,14.403297778421795,120.0,0.0,1,0,15,1,15,63.2
0.0766897278071402,4.083611989909676,0.8713505743674163,0.0351482989718141,0.8755537791218979,4.0,0.95994408423236,1,0.5214152565166874,14.751604309291395,170.0,0.0,1,0,16,1,7,73.0
0.06454861510486186,2.2623215314647607,0.8469248592229034,0.05149803606993174,0.835120380884768,4.0,0.3658038105291638,3,1.2532955192946205,14.210926003619385,99.0,0.0,1,0,16,1,4,43.3
0.029641468536120194,3.668940108692782,0.8407714107059194,0.07554716358814224,1.0,10.0,0.8622590761769541,6,1.5936955070109367,13.527829818844937,50.0,0.0,1,0,16,1,11,68.0
0.13926067807980458,2.962533248542851,0.8469314836804238,0.0004730492075543312,0.9725140113138553,9.0,0.8433409918817375,6,5.0,13.44415842917939,3449.0,0.0,1,0,16,1,17,59.8
-0.07030218878415352,4.459579559166302,0.9569649070983597,4.326641284191717e-05,0.7392215477730975,7.0,0.35492935560006156,6,1.4080856807517663,10.84819079884696,2572.0,0.0,0,0,16,1,0,51.2
-0.09988800065280104,4.307886744224168,0.8418129591652129,0.03134156320595773,1.0,2.0,0.2908379045424786,2,0.5921086401183515,13.527829818844937,50.0,0.0,1,0,16,1,15,43.4
-0.11718359402587322,3.217232521953614,0.92110503738457,0.3375610236844084,0.9446139947537942,12.0,0.5941184038350914,1,3.8641968376489215,13.017005083966255,3.0,0.0,1,1,16,1,7,43.5
0.11847794074733126,4.309140621197031,0.845048982067823,0.08052235912788903,0.8078368398442013,5.0,0.6897640383436048,5,2.3119073879366647,14.230926656991395,101.0,0.0,1,0,16,1,11,53.9
0.32142279774642796,1.917059339102878,0.7152376799000372,0.0002732667138399063,0.7199547248264344,1.0,0.7984190220836807,4,0.7117456978901168,17.938574508730124,1372181.0,0.0,0,0,16,1,0,59.6
-0.058863752730943505,1.24085387415691,0.7525224118274525,0.06544843616455275,0.687229450564372,2.0,0.5702942030713785,3,0.4529353856271703,13.399996629152975,44.0,0.0,1,0,16,1,15,35.6
0.23658633992770825,3.5421989153041618,0.8402886448343762,0.0001012084266128757,0.830943227136217,6.0,0.21052256771493794,3,0.3455230857810806,18.343329783607622,2056811.0,0.0,0,0,16,1,0,54.7
0.09414744340737977,2.928777491171169,0.9186322375460343,0.04599655426258078,0.9972038185062682,3.0,0.6412610406534939,2,0.9421817180382335,15.438851572806005,338.0,0.0,1,0,17,1,11,61.9
0.22007304767317132,2.184425883469142,0.8489722704354743,0.02969654594442216,0.9611519683977732,5.0,0.8404035670614625,2,2.386294278383493,14.599412558413583,146.0,0.0,1,0,17,1,11,65.3
0.15817414477156697,2.7303506658292305,0.8191492833587235,0.03881884878311787,0.8511852997607191,5.0,0.7228974641825755,2,0.29557450406729924,14.626441218624949,150.0,0.0,1,0,17,1,17,68.9
0.002730211484463632,1.462535363440477,0.8872141429380986,0.013747095479893242,0.6795372346305001,17.0,0.5365595557855736,3,3.129428583415126,13.486448696564958,144.0,0.0,1,0,17,1,2,42.8
0.08966042740353661,2.266718341394171,0.9005771499003957,0.0288341819114587,0.9912990946973937,19.0,0.5288860127350393,5,0.5628071874701255,15.319588176962746,300.0,0.0,1,0,17,1,15,66.8
-0.02909681811362464,5.2258102070193155,0.8230769666224966,0.28266830059575426,0.9454936530018856,15.0,0.5966041504725789,2,0.6696785919957322,12.611541086966115,2.0,0.0,1,1,17,1,11,56.3
0.16716886323272392,4.170502293545228,0.87241879462749,0.369590847129846,0.7513214491970386,22.0,0.6277737584508052,2,2.005548989577273,16.029264546541317,61.0,0.0,1,0,18,1,11,62.1
0.26965481952265213,4.257519360550169,0.8269881286689079,0.0428384362207273,0.904934260767122,1.0,0.6807831339238741,3,1.6810625841958087,14.599412558413583,146.0,0.0,1,0,18,1,11,60.4
0.2890271203291863,2.613065314399103,0.9332073799129846,0.07348026975056618,0.9724224965331304,1.0,0.7366078069824747,2,4.464802929110539,14.506155109559108,133.0,0.0,1,0,18,1,4,62.2
-0.019718928496855,3.836419513551083,0.9666730950820759,0.03114890355984087,0.9536037103019978,9.0,0.9150495167211529,4,2.876354694141388,14.115615891155079,90.0,0.0,1,0,18,1,15,64.8
0.26136775485536917,5.423803247686216,0.8935454845497646,0.034106597826422905,0.5339092583792179,15.0,0.9515635212676448,3,1.3570173843787878,14.115615891155079,90.0,0.0,1,0,18,1,15,79.2
0.25140266588124094,4.4730871352339205,0.8221518476081658,0.2680582935358848,0.7917515183044749,23.0,0.916067967742249,4,5.0,14.914123179965662,20.0,0.0,1,0,18,1,15,62.5
0.12353108889928514,4.05833551954631,0.8378736831984468,0.039053675601969984,0.9614712597045194,3.0,0.6266995077031811,1,2.39230446969864,15.206792709351392,268.0,0.0,1,0,19,1,15,51.9
0.23807951123398347,1.1440630831470284,0.8609234346292217,0.04662513738176409,0.8938128663567382,12.0,0.892992244441392,4,1.2479744822684358,14.72175135802525,165.0,0.0,1,0,19,1,15,74.0
0.0674226502403632,3.8719920423240257,0.7718876814420411,0.06043107447303456,0.9105072152087494,5.0,0.9118701475921556,4,1.9181995693527494,15.602257652872959,398.0,0.0,1,0,19,1,11,61.3
0.1634563108277382,2.714273088064073,0.9133977723475603,0.04813143127101214,0.8303790887178407,4.0,0.6362177279748626,2,2.5303557566306454,14.715672314412528,164.0,0.0,1,0,19,1,11,56.8
0.2827426426231588,2.0228534395508198,0.7642912822549657,4.251869077937323e-05,0.5915786030068079,7.0,0.03134578610479885,6,4.172297089906278,13.728842031285668,45849.0,0.0,0,0,19,1,16,23.3
0.1659435854284611,3.8763108974323037,0.7889876849838173,0.03569124129928788,0.9196675938046985,1.0,0.6379077839122924,1,1.0885119813888804,14.250535115562965,103.0,0.0,1,0,19,1,0,61.0
0.07469845216891441,3.0872402939197636,0.8269035557066844,0.21914697011781428,1.0,22.0,0.5994755966036448,4,1.4508389286464385,14.403297778421795,12.0,0.0,1,0,19,1,4,58.1
-0.10475975439358715,3.610276900672933,0.8064516951490515,0.0003939283462139555,0.7518353074593356,7.0,0.9578360217720719,2,3.704871176722626,13.100119813444692,2445.0,0.0,1,0,19,1,1,47.4
0.04753191705420308,2.3394579841955854,0.9159407127731064,6.06470315522906e-05,0.9665587818088867,9.0,0.20477808306887862,4,3.2975232341430876,14.457196535303927,94984.0,0.0,0,0,20,1,16,41.0
0.19217672151586696,1.7154908740267738,0.869262538721541,0.057931992085433245,0.6512581309008622,2.0,0.4625826578553053,3,2.5466225506556968,13.820499094499693,67.0,0.0,1,0,20,1,15,48.0
-0.010198430156228955,6.599166990341063,0.8734478561191209,0.08645354839549889,0.7831047676189618,1.0,0.8883620803218601,6,0.8925915744490249,13.60479076121576,54.0,0.0,1,0,20,1,15,70.5
0.2242178397248262,1.9126112058417282,0.9012677693707919,0.03220906819028735,0.9502666680842755,5.0,0.7280760645555602,4,0.5144850390332963,14.394929533419809,119.0,0.0,1,0,20,1,15,71.6
-0.07159657710632908,2.3803522975290767,0.956655195329189,0.0009757910966821754,0.9309448026457241,5.0,0.4844237334428371,4,0.3930576772200653,12.071403463011007,874.0,0.0,1,0,20,1,6,57.3
0.06974624092182606,4.267963179495836,0.827408748426783,0.024995497334745553,0.9196921892120368,5.0,0.3844987910198984,5,2.5888354182370255,14.80876270134486,180.0,0.0,1,0,20,1,15,44.4
0.1282252547688872,5.231719579708732,0.8661859609470616,0.03127019444267227,0.876458168356888,23.0,0.818567576050803,3,0.8783906963827843,13.710151153416941,60.0,0.0,1,0,21,1,15,73.4
-0.13828887425034073,3.283806458166656,0.916740646602585,0.035995287914979315,0.8615218347516163,1.0,0.9493317476174051,3,0.6611821729818823,14.220976332738882,100.0,0.0,1,0,21,1,11,67.7
0.16709128011693744,4.309926308527977,0.7875427392481619,0.09022981545955133,0.8730296789702625,5.0,0.7641699797447727,1,4.752000488116974,14.606238520377719,147.0,0.0,1,0,21,1,6,46.9
0.2835357304524334,3.6844261710507658,0.9024376156445224,0.042869050588749395,0.779530899963057,8.0,0.884879440922762,3,2.5954510438315084,14.403297778421795,120.0,0.0,1,0,21,1,11,74.8
0.1662212811672792,2.0698503801769896,0.8153138577015526,0.03493183083453392,0.9535702577802979,3.0,0.7139760539164283,6,3.8117418975019786,15.04952777475936,229.0,0.0,1,0,22,1,15,56.3
0.24416882860278807,1.899351922141277,0.8776779685559343,0.030309266625602512,0.7465006023550095,20.0,0.8646226180674254,3,0.9183579049496599,15.54273168383252,375.0,0.0,1,0,22,1,15,74.7
0.1743045691144708,4.484157494795534,0.8723265231874731,0.03896581738297285,1.0,7.0,0.7213663277783474,1,1.6840369736248535,14.80876270134486,180.0,0.0,1,0,22,1,15,66.7
0.34652961668004506,3.8647494007435146,0.8551562347617502,0.0677056643158303,0.753505666366248,10.0,0.6219698759109543,3,1.5446975209816665,14.626441218624949,150.0,0.0,1,0,22,1,15,68.1
0.1644673253720807,9.059454404882171,0.8185098892679883,0.04029940480112892,0.9832846213315761,7.0,0.935476626602819,8,1.7266358024027482,13.527829818844937,50.0,0.0,1,0,22,1,15,75.8
-0.06648549097045986,2.155987839986205,0.9079947503853908,0.0798907516154851,0.7149333033377988,8.0,0.8837325160640966,6,0.5682454929765403,13.586098651497313,53.0,0.0,1,0,23,1,15,61.4
0.03392164971810896,3.028306538533447,0.9011227492859918,0.0529707270379382,0.9255773280520877,2.0,0.9093340275705284,2,0.8598342134814067,13.972515161474428,78.0,0.0,1,0,23,1,15,69.4
0.12326434263087423,3.1351422839144574,0.819373844890395,0.029122165740769583,0.9094821038080824,4.0,0.952210591428672,3,3.3023399179328403,13.42246945133505,45.0,0.0,1,0,23,1,15,60.7
0.16088262367753678,1.7168987120473322,0.9281557760446537,0.00011030572101942694,0.8908780612063031,11.0,0.07710896324192344,5,1.3696354423183907,14.01763555904754,61200.0,0.0,0,0,23,1,5,50.1
0.2667842004666674,2.4174834883317526,0.8907614961830985,0.03594910580945519,0.5820997808410425,21.0,0.9233395633022089,2,1.2028096216564619,15.863848483541833,517.0,0.0,1,0,23,1,15,75.5
0.2297330235307048,3.672627617819069,0.9163000425194768,0.03329447131727557,0.8640656900254824,21.0,0.40801226165662485,4,2.351445295178827,14.459993091477184,127.0,0.0,1,0,23,1,15,63.9
-0.060153558124023454,3.6571275545455126,0.8173332980908892,0.02650105096299789,0.9944919726891702,3.0,0.8942598587359345,7,1.3336240389204066,13.586098651497313,53.0,0.0,1,0,23,1,4,67.1
0.0753529020970197,2.32268170943303,0.8401104872521674,3.9133247833396634e-05,0.9568056098448333,1.0,0.46180431864656185,4,0.9947618334959564,13.854732232655556,52000.0,0.0,0,0,23,1,5,49.6
0.03807438617609567,2.822123784284334,0.8332158282225187,0.033009314833147556,0.9513924213116727,3.0,0.5706432413022269,5,1.1878706248505801,13.710151153416941,60.0,0.0,1,0,0,1,15,51.0
0.040910703494508975,6.558281453025826,0.9335753773463602,0.06508245610164096,0.6488784915051147,22.0,0.8776658138505544,2,0.8152725733692349,13.933294482509151,75.0,0.0,1,0,0,1,15,76.5
0.28342726806789004,2.9533561302874567,0.871063011229052,0.040713321790572764,0.9718817391234791,2.0,0.7534696883419832,4,1.004511551571499,15.133258644286636,249.0,0.0,1,0,2,1,15,74.1
-0.09902764342752171,2.3179785892425064,0.8242855053831072,0.246434816308588,0.6564552958083638,1.0,0.7356413156333385,5,1.7579633417764715,11.918397239722838,1.0,0.0,1,1,3,1,15,34.6
-0.038149728600292865,6.909022518588724,0.8388027763599463,0.0003750468930318482,0.949284369283633,3.0,0.7105069624305462,2,3.221228810875036,14.850117872022436,14070.0,0.0,1,0,9,1,15,52.2
0.08298251269225668,3.414115877758218,0.8230938477996197,0.00010433512171508328,0.8169936338101582,20.0,0.3126456583440297,5,1.8129948051297091,15.875063883685325,174277.0,0.0,0,0,9,1,2,46.0
0.14905748031166235,2.1305538062861427,0.9584964973672522,0.00027789501199042467,0.7718976106291715,3.0,0.2528734759370589,4,0.8791054644644709,15.991966054471845,195889.0,0.0,0,0,10,1,2,57.9
0.14785394302023297,4.564776817806638,0.9784043295986409,9.74888516407568e-05,0.7757683930399908,3.0,0.15450832486660085,2,0.6482140399108217,14.904481854595696,66027.0,0.0,0,0,10,1,2,58.6
-0.3,0.2,0.8257452925734297,0.0026383295138005473,0.9473066778898702,17.0,0.13673773231690026,2,1.880929184232487,10.186822690744211,531.0,3.0,0,0,10,1,8,28.9
0.06913545944442981,2.095457037350968,0.8364849746021775,0.03839843169422721,0.6656125709684455,9.0,0.47966739318282253,0,1.3671216851085712,14.394929533419809,119.0,0.0,1,0,10,1,6,50.1
0.09292274861292253,2.4410988256549278,0.8409063989414719,0.0811705997531929,0.8756455394399411,20.0,0.6293731538027026,5,4.33631963321581,13.017005083966255,30.0,0.0,1,0,11,1,7,45.5
0.30139431899611346,2.111246412824152,0.8168174894088102,8.718370480553054e-05,0.855353586215451,7.0,0.2475999701812933,8,1.0703063384398006,17.59825018658733,976361.0,0.0,0,0,11,1,11,52.7
0.24171538056457853,0.2199551402305696,0.9521288182180164,0.0022682506489091142,1.0,10.0,0.23262161457712213,3,1.4191422877764188,14.97239206922172,53000.0,3.0,1,0,11,1,2,62.8
